Player,Team,Position,szn_GP_all,szn_TOI/GP_all,szn_G,szn_A,szn_SOG,szn_HIT,szn_BLK,szn_PIM,szn_FOW,l7_GP_all,l7_TOI/GP_all,l7_G,l7_A,l7_SOG,l7_HIT,l7_BLK,l7_PIM,l7_FOW,szn_GP_pp,szn_TOI/GP_pp,szn_PPP,l7_GP_pp,l7_TOI/GP_pp,l7_PPP,pos_group,T_szn_G,T_szn_A,T_szn_PPP,T_szn_SOG,T_szn_FOW,T_szn_HIT,T_szn_BLK,T_szn_PIM,T_l7_G,T_l7_A,T_l7_PPP,T_l7_SOG,T_l7_FOW,T_l7_HIT,T_l7_BLK,T_l7_PIM,Offensive_Index_szn,Banger_Index_szn,Composite_Index_szn,Offensive_Index_l7,Banger_Index_l7,Composite_Index_l7
Philipp Kurashev,S.J,C,18,0 days 00:17:19.222222224,0.96,1.15,6.74,2.89,1.35,1.15,2.89,7.0,0 days 00:16:18.285714288,0.0,1.05,5.26,2.63,1.05,2.1,2.63,18.0,0 days 00:02:09.444444444,0.0,7.0,0 days 00:02:02.285714286,0.0,F,69,65,2,62,46,35,30,42,15,63,8,49,45,39,33,67,48.8,35.666666666666664,44.86,36.0,46.333333333333336,39.1
Quinn Hughes,VAN,D,16,0 days 00:26:58.000000002,0.14,2.64,6.26,0.14,2.36,0.83,0.0,6.0,0 days 00:27:17.666666664,0.0,4.76,7.69,0.0,3.3,2.2,0.0,16.0,0 days 00:04:45.375000,7.88,6.0,0 days 00:04:43.666666668,10.58,D,45,99,85,90,50,3,16,32,28,99,87,93,50,4,41,71,73.8,17.0,56.76,71.4,38.666666666666664,61.580000000000005
Brady Tkachuk,OTT,L,3,0 days 00:16:37.000000002,0.0,3.61,12.04,12.04,0.0,4.81,9.63,,,,,,,,,,3.0,0 days 00:03:48.666666666,5.25,,,,F,7,99,69,94,74,87,1,89,50,50,50,50,50,50,50,50,68.6,59.0,65.72,50.0,50.0,50.0
Ryan McLeod,BUF,C,19,0 days 00:17:51.210526314,0.71,0.88,4.25,0.53,1.42,0.0,22.99,7.0,0 days 00:17:51.428571426,0.48,0.48,4.8,0.0,0.96,0.0,25.92,19.0,0 days 00:01:23.526315792,2.27,7.0,0 days 00:01:33.428571426,0.0,F,54,51,33,26,90,6,33,10,44,35,8,43,91,4,30,17,50.8,16.333333333333332,40.459999999999994,44.2,17.0,36.04
Evan Bouchard,EDM,D,21,0 days 00:23:36.904761906,0.36,1.57,7.26,0.97,3.51,1.21,0.0,7.0,0 days 00:24:10.000000002,0.35,2.13,7.8,0.71,3.55,0.71,0.0,21.0,0 days 00:03:09.285714288,3.62,7.0,0 days 00:02:38.714285712,0.0,D,82,91,53,95,50,14,39,45,74,93,7,93,50,15,46,37,74.2,32.666666666666664,61.739999999999995,63.4,32.666666666666664,54.17999999999999
Isac Lundeström,CBJ,C,19,0 days 00:11:55.421052630,0.0,0.53,2.91,2.12,1.85,1.06,18.27,6.0,0 days 00:12:06.333333336,0.0,0.0,2.48,2.48,0.83,1.65,11.56,,,,,,,F,7,31,50,9,86,25,47,40,15,11,50,12,79,37,26,60,36.6,37.333333333333336,36.82,33.4,41.0,35.68
Mattias Samuelsson,BUF,D,17,0 days 00:21:19.588235292,0.5,0.83,3.31,3.97,6.62,0.66,0.0,7.0,0 days 00:22:03.428571426,0.39,0.39,2.33,2.72,5.44,0.0,0.0,,,,,,,D,93,62,50,47,50,67,85,26,78,35,50,30,50,54,74,13,60.4,59.333333333333336,60.08,48.6,47.0,48.12
Joe Veleno,MTL,C,14,0 days 00:11:16.214285711,0.0,0.0,3.8,10.65,2.66,4.94,10.27,7.0,0 days 00:11:21.142857144,0.0,0.0,3.02,11.33,3.02,1.51,6.04,,,,,,,F,7,6,50,19,76,84,69,90,15,11,50,19,64,87,78,57,31.6,81.0,46.42,31.8,74.0,44.459999999999994
K'Andre Miller,CAR,D,13,0 days 00:22:49.999999998,0.4,1.21,6.06,3.84,2.83,3.23,0.0,7.0,0 days 00:22:14.285714286,0.0,1.54,6.17,5.01,2.31,3.08,0.0,13.0,0 days 00:02:05.923076922,6.6,7.0,0 days 00:01:31.142857139,11.29,D,86,81,79,89,50,66,25,84,28,84,88,86,50,79,22,82,77.0,58.333333333333336,71.4,67.2,61.0,65.34
Patrick Giles,S.J,R,3,0 days 00:08:52.000000002,0.0,2.26,4.51,6.77,4.51,0.0,20.3,,,,,,,,,,,,,,,,F,7,92,50,30,88,69,92,10,50,50,50,50,50,50,50,50,53.4,57.0,54.47999999999999,50.0,50.0,50.0
Michael Callahan,BOS,D,3,0 days 00:16:27,0.0,0.0,2.43,3.65,7.29,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,26,50,63,90,7,50,50,50,50,50,50,50,50,30.2,53.333333333333336,37.14,50.0,50.0,50.0
Jesperi Kotkaniemi,CAR,C,15,0 days 00:10:24.799999998,0.77,1.15,6.53,9.99,4.23,0.0,20.74,5.0,0 days 00:10:02.400000,1.2,1.2,8.37,11.95,3.59,0.0,26.29,,,,,,,F,58,65,50,60,88,82,90,10,78,69,50,77,91,88,85,17,64.2,60.666666666666664,63.14,73.0,63.333333333333336,70.1
Andrei Svechnikov,CAR,R,19,0 days 00:15:54.631578948,1.19,0.79,10.32,4.37,0.4,1.98,0.6,7.0,0 days 00:17:45.714285714,1.93,1.45,12.55,7.24,0.48,1.93,0.97,19.0,0 days 00:02:42.736842108,3.49,7.0,0 days 00:03:03,5.62,F,79,46,51,89,22,51,5,61,92,77,73,92,28,75,15,64,57.4,39.0,51.879999999999995,72.4,51.333333333333336,66.08
Alec Regula,EDM,D,7,0 days 00:14:05.714285712,0.0,0.0,3.04,2.43,4.26,1.22,0.0,5.0,0 days 00:13:22.600000002,0.0,0.0,1.79,3.59,4.49,1.79,0.0,,,,,,,D,19,6,50,41,50,44,55,45,28,13,50,19,50,66,61,64,33.2,48.0,37.64,32.0,63.666666666666664,41.5
Ty Emberson,EDM,D,16,0 days 00:15:44.187499998,0.24,0.48,3.1,5.48,6.43,0.48,0.0,2.0,0 days 00:16:43.999999998,0.0,0.0,3.59,5.38,12.55,3.59,0.0,,,,,,,D,65,36,50,42,50,81,84,20,28,13,50,56,50,82,98,86,48.6,61.666666666666664,52.519999999999996,39.4,88.66666666666667,54.18
Jack Drury,COL,C,19,0 days 00:15:10.000000002,0.62,0.83,5.21,1.46,3.33,2.08,28.73,7.0,0 days 00:16:16.142857140,1.05,0.53,4.74,1.05,2.11,1.05,26.87,,,,,,,F,47,49,50,41,92,16,81,63,73,38,50,42,92,17,62,47,55.8,53.333333333333336,55.059999999999995,59.0,42.0,53.9
Rasmus Dahlin,BUF,D,16,0 days 00:24:35.687500002,0.15,1.83,6.25,1.98,2.9,1.52,0.0,4.0,0 days 00:24:22.249999998,0.0,2.46,4.92,1.23,2.46,0.0,0.0,16.0,0 days 00:03:38.687500002,6.17,4.0,0 days 00:03:28.999999998,4.31,D,47,94,77,90,50,35,26,54,28,95,62,75,50,26,25,13,71.6,38.333333333333336,61.61999999999999,62.0,21.333333333333332,49.8
Oskar Bäck,DAL,C,10,0 days 00:12:48.300000,0.47,0.47,2.34,2.34,2.34,0.0,2.81,7.0,0 days 00:13:12,0.0,0.65,2.6,2.6,3.25,0.0,2.6,,,,,,,F,36,28,50,4,45,28,61,10,15,45,50,14,45,38,81,17,32.6,33.0,32.72,33.8,45.333333333333336,37.26
Filip Hallander,PIT,C,13,0 days 00:13:08.538461538,0.35,1.05,7.73,1.05,1.76,0.7,0.0,2.0,0 days 00:12:48.499999998,0.0,0.0,9.37,0.0,2.34,0.0,0.0,,,,,,,F,27,60,50,73,13,11,44,29,15,11,50,82,14,4,67,17,44.6,28.0,39.62,34.4,29.333333333333332,32.879999999999995
Ty Dellandrea,S.J,C,20,0 days 00:14:09.049999998,0.21,1.06,4.24,12.3,2.76,0.85,24.8,7.0,0 days 00:16:06.142857144,0.53,0.0,5.86,15.44,2.13,1.06,22.89,,,,,,,F,18,61,50,26,91,88,71,34,47,11,50,56,90,93,63,47,49.2,64.33333333333333,53.739999999999995,50.8,67.66666666666667,55.86
Barrett Hayton,UTA,C,18,0 days 00:15:36.111111114,0.43,0.43,5.77,0.21,1.92,3.42,21.36,7.0,0 days 00:14:43.000000002,0.0,0.0,6.99,0.0,2.91,6.99,18.64,18.0,0 days 00:01:34.666666668,0.0,7.0,0 days 00:01:32.428571429,0.0,F,33,25,2,49,89,3,49,80,15,11,8,67,87,4,77,94,39.6,44.0,40.92,37.6,58.333333333333336,43.82
Jack McBain,UTA,C,20,0 days 00:13:37.000000002,0.22,0.44,6.17,11.02,3.08,5.07,22.03,7.0,0 days 00:13:40.428571428,0.0,1.25,3.13,11.28,3.76,3.76,29.46,,,,,,,F,18,26,50,55,89,85,77,91,15,71,50,20,93,87,86,83,47.6,84.33333333333333,58.62,49.8,85.33333333333333,60.459999999999994
Kevin Bahl,CGY,D,20,0 days 00:21:06.400000002,0.28,0.28,2.27,2.7,4.41,2.27,0.0,6.0,0 days 00:21:01.000000002,0.48,0.0,2.38,3.33,5.23,1.9,0.0,,,,,,,D,71,22,50,22,50,48,58,71,85,13,50,31,50,63,71,66,43.0,59.0,47.8,45.8,66.66666666666667,52.059999999999995
Noah Dobson,MTL,D,19,0 days 00:22:38.894736840,0.14,1.53,4.88,0.84,5.72,1.39,0.0,7.0,0 days 00:22:56.285714286,0.0,1.87,5.23,0.75,6.35,1.49,0.0,19.0,0 days 00:01:38.210526318,1.93,7.0,0 days 00:01:59.285714286,0.0,D,45,90,27,77,50,12,77,50,28,90,7,78,50,16,82,58,57.8,46.333333333333336,54.35999999999999,50.6,52.0,51.02
Adam Boqvist,NYI,D,6,0 days 00:12:40.666666668,0.0,0.0,0.79,0.79,3.16,1.58,0.0,2.0,0 days 00:11:55.999999998,0.0,0.0,0.0,0.0,0.0,5.03,0.0,,,,,,,D,19,6,50,1,50,11,32,56,28,13,50,1,50,4,1,93,25.2,33.0,27.54,28.4,32.666666666666664,29.68
Rasmus Sandin,WSH,D,14,0 days 00:18:58.500000,0.45,0.9,3.16,5.65,4.74,0.45,0.0,7.0,0 days 00:18:33.142857143,0.92,0.92,4.62,4.16,5.08,0.92,0.0,14.0,0 days 00:01:40.571428572,0.0,,,,D,90,66,2,44,50,82,63,19,98,64,50,71,50,72,69,43,50.4,54.666666666666664,51.67999999999999,66.6,61.333333333333336,65.01999999999998
Adam Ginning,PHI,D,5,0 days 00:15:20.400000,0.0,0.0,1.56,3.13,3.91,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,8,50,56,48,7,50,50,50,50,50,50,50,50,26.6,37.0,29.72,50.0,50.0,50.0
Curtis Douglas,T.B,C,13,0 days 00:05:58.999999998,0.0,1.54,5.4,11.57,3.86,18.51,0.77,4.0,0 days 00:07:56.749999998,0.0,3.78,3.78,11.33,5.66,22.65,0.0,,,,,,,F,7,79,50,44,24,86,87,99,15,98,50,29,14,87,95,99,40.8,90.66666666666667,55.75999999999999,41.2,93.66666666666667,56.94
Nils Lundkvist,DAL,D,4,0 days 00:15:59.749999998,0.94,1.88,1.88,2.81,4.69,1.88,0.0,,,,,,,,,,,,,,,,D,99,95,50,13,50,50,62,63,50,50,50,50,50,50,50,50,61.4,58.333333333333336,60.48,50.0,50.0,50.0
Jacob Bernard-Docker,DET,D,10,0 days 00:12:57.600000,0.0,0.46,4.63,4.17,2.78,0.93,0.0,2.0,0 days 00:14:18,0.0,0.0,0.0,10.49,4.2,0.0,0.0,,,,,,,D,19,35,50,74,50,70,24,36,28,13,50,1,50,96,57,13,45.6,43.333333333333336,44.92,28.4,55.333333333333336,36.480000000000004
Jordan Harris,BOS,D,5,0 days 00:15:37.800000,0.77,0.77,6.91,3.07,2.3,0.0,0.0,,,,,,,,,,,,,,,,D,99,58,50,93,50,55,15,7,50,50,50,50,50,50,50,50,70.0,25.666666666666668,56.7,50.0,50.0,50.0
Michael Kesselring,BUF,D,9,0 days 00:15:36.555555558,0.0,0.0,4.27,2.99,3.84,0.85,0.0,6.0,0 days 00:14:52.333333332,0.0,0.0,4.03,3.36,4.03,0.0,0.0,,,,,,,D,19,6,50,68,50,53,46,33,28,13,50,63,50,64,54,13,38.6,44.0,40.22,40.8,43.666666666666664,41.66
Kirill Marchenko,CBJ,R,20,0 days 00:18:50.250000,1.27,2.23,9.71,3.03,1.91,0.96,0.0,7.0,0 days 00:19:58.142857140,0.86,3.0,6.01,3.0,0.86,0.0,0.0,20.0,0 days 00:02:52.150000002,7.32,7.0,0 days 00:03:02.857142856,8.44,F,82,92,82,87,13,36,49,37,65,96,84,57,14,43,27,17,71.2,40.666666666666664,62.03999999999999,63.2,29.0,52.94
Ilya Lyubushkin,DAL,D,17,0 days 00:16:26.941176468,0.0,0.86,1.93,4.72,7.08,3.65,0.0,6.0,0 days 00:17:04.500000,0.0,1.76,1.17,5.86,6.44,5.27,0.0,,,,,,,D,19,64,50,14,50,75,88,88,28,88,50,8,50,85,82,94,39.4,83.66666666666667,52.68,44.8,87.0,57.459999999999994
Connor Dewar,PIT,C,19,0 days 00:13:35.736842106,0.93,0.46,7.9,9.06,2.09,0.0,0.46,7.0,0 days 00:14:16.285714284,0.6,0.6,6.01,6.61,2.4,0.0,0.6,,,,,,,F,67,27,50,75,20,79,54,10,51,42,50,57,23,72,68,17,47.8,47.666666666666664,47.75999999999999,44.6,52.333333333333336,46.92
Declan Chisholm,WSH,D,9,0 days 00:14:24.333333336,0.0,0.46,3.24,1.39,3.24,0.93,0.0,3.0,0 days 00:14:52.666666668,0.0,0.0,5.38,0.0,5.38,0.0,0.0,,,,,,,D,19,35,50,46,50,22,33,36,28,13,50,79,50,4,73,13,40.0,30.333333333333332,37.1,44.0,30.0,39.8
Pontus Holmberg,T.B,R,15,0 days 00:12:23.800000002,0.32,1.29,4.84,5.81,2.26,3.23,3.55,3.0,0 days 00:12:09.333333336,0.0,0.0,4.94,0.0,0.0,3.29,1.65,,,,,,,F,25,71,50,35,50,63,59,79,15,11,50,45,36,4,4,80,46.2,67.0,52.44,31.4,29.333333333333332,30.779999999999994
Tyler Tucker,STL,D,19,0 days 00:12:32.473684211,0.25,0.76,3.78,6.55,3.78,8.06,0.0,6.0,0 days 00:12:11.333333334,0.0,0.0,3.28,6.56,3.28,10.67,0.0,,,,,,,D,66,57,50,58,50,87,45,99,28,13,50,50,50,88,41,99,56.2,77.0,62.44,38.2,76.0,49.540000000000006
Jonatan Berggren,DET,R,12,0 days 00:12:29.583333336,0.8,1.6,7.6,3.2,1.2,2.4,0.0,3.0,0 days 00:11:33,0.0,3.46,5.19,5.19,3.46,6.93,0.0,12.0,0 days 00:01:07.166666664,4.47,,,,F,60,81,62,72,13,38,25,68,15,98,50,48,14,63,84,94,57.6,43.666666666666664,53.42,45.0,80.33333333333333,55.599999999999994
Alexander Romanov,NYI,D,15,0 days 00:19:26.666666664,0.0,0.21,3.5,6.38,6.38,1.23,0.0,7.0,0 days 00:20:02.714285712,0.0,0.43,3.85,4.7,4.28,0.0,0.0,,,,,,,D,19,17,50,52,50,86,83,45,28,38,50,60,50,77,58,13,37.6,71.33333333333333,47.72,45.2,49.333333333333336,46.44
Linus Karlsson,VAN,C,18,0 days 00:09:58.111111110,0.67,1.34,8.69,7.02,1.67,4.01,1.0,7.0,0 days 00:09:57.428571426,1.72,0.86,12.91,6.89,0.86,8.61,0.86,18.0,0 days 00:01:19.666666668,0.0,7.0,0 days 00:01:33.142857143,0.0,F,51,72,2,81,27,70,41,85,90,55,8,93,27,73,27,96,46.6,65.33333333333333,52.22,54.6,65.33333333333333,57.81999999999999
Paul Cotter,N.J,L,19,0 days 00:12:15.526315788,0.26,0.52,5.15,12.11,1.03,1.55,2.32,7.0,0 days 00:12:29.714285712,0.0,0.69,3.43,10.29,0.0,1.37,2.74,,,,,,,F,21,30,50,40,41,87,20,52,15,47,50,24,46,85,4,54,36.4,53.0,41.379999999999995,36.4,47.666666666666664,39.779999999999994
Cole Koepke,WPG,L,14,0 days 00:10:16.142857140,0.0,0.83,5.43,16.69,1.67,5.01,0.0,2.0,0 days 00:10:27.499999998,0.0,0.0,5.74,14.34,2.87,0.0,0.0,,,,,,,F,7,49,50,44,13,94,41,90,15,11,50,54,14,92,76,17,32.6,75.0,45.32,28.8,61.666666666666664,38.66
Spencer Stastney,NSH,D,20,0 days 00:15:38.550000,0.19,1.15,3.45,0.58,3.26,0.77,0.0,7.0,0 days 00:15:49.857142860,0.0,1.08,3.79,1.08,3.79,0.0,0.0,,,,,,,D,55,78,50,51,50,8,34,30,28,70,50,59,50,23,50,13,56.8,24.0,46.959999999999994,51.4,28.666666666666668,44.58
Yegor Sharangovich,CGY,C,17,0 days 00:13:57.411764706,0.51,0.51,5.82,1.01,1.26,0.51,1.52,5.0,0 days 00:12:49.800000,0.0,0.0,4.68,0.94,0.0,1.87,3.74,17.0,0 days 00:01:44.058823530,2.04,,,,F,39,30,29,50,33,11,27,24,15,11,50,41,53,15,4,63,36.2,20.666666666666668,31.54,34.0,27.333333333333332,31.999999999999996
Simon Benoit,TOR,D,19,0 days 00:17:26.631578946,0.0,0.36,2.53,8.51,5.79,3.08,0.0,6.0,0 days 00:17:22.166666664,0.0,0.0,4.03,8.06,6.33,1.15,0.0,,,,,,,D,19,27,50,28,50,93,78,83,28,13,50,63,50,92,82,50,34.8,84.66666666666667,49.76,40.8,74.66666666666667,50.959999999999994
Cole Reinhardt,VGK,L,13,0 days 00:08:54.153846156,0.52,0.52,2.59,12.96,0.52,2.07,1.04,7.0,0 days 00:08:10.142857140,0.0,0.0,4.2,10.49,1.05,4.2,1.05,,,,,,,F,40,30,50,6,27,89,7,63,15,11,50,35,29,85,33,86,30.6,53.0,37.31999999999999,28.0,68.0,40.0
Jake Christiansen,CBJ,D,16,0 days 00:10:25.562500002,0.0,0.0,3.24,4.32,2.52,0.72,0.0,7.0,0 days 00:10:08.714285712,0.0,0.0,2.53,6.76,1.69,1.69,0.0,,,,,,,D,19,6,50,46,50,71,19,28,28,13,50,35,50,88,11,62,34.2,39.333333333333336,35.74,35.2,53.666666666666664,40.739999999999995
Brayden Pachal,CGY,D,14,0 days 00:13:29.785714284,0.0,0.95,2.86,7.94,3.49,8.26,0.0,7.0,0 days 00:14:19.714285716,0.0,1.2,2.39,6.58,4.79,5.98,0.0,,,,,,,D,19,69,50,36,50,92,39,99,28,75,50,32,50,88,66,95,44.8,76.66666666666667,54.36,47.0,83.0,57.8
Egor Zamula,PHI,D,8,0 days 00:13:25.125000,0.0,0.56,2.79,0.56,5.59,1.12,0.0,1.0,0 days 00:12:49.999999998,0.0,0.0,9.35,4.68,4.68,0.0,0.0,,,,,,,D,19,42,50,35,50,7,75,42,28,13,50,96,50,77,64,13,39.2,41.333333333333336,39.84,47.4,51.333333333333336,48.58
Jonathan Aspirot,BOS,D,8,0 days 00:14:20.125000002,0.0,0.0,2.62,8.89,5.75,0.0,0.0,5.0,0 days 00:14:07.600000002,0.0,0.0,4.25,10.19,4.25,0.0,0.0,,,,,,,D,19,6,50,30,50,94,77,7,28,13,50,66,50,96,58,13,31.0,59.333333333333336,39.5,41.4,55.666666666666664,45.67999999999999
Kyle MacLean,NYI,C,10,0 days 00:09:34.900000002,0.0,0.63,4.38,10.02,1.25,11.9,6.89,1.0,0 days 00:10:49.999999998,0.0,0.0,0.0,11.08,0.0,0.0,0.0,,,,,,,F,7,37,50,28,67,82,27,99,15,11,50,1,14,87,4,17,37.8,69.33333333333333,47.25999999999999,18.2,36.0,23.54
Blake Lizotte,PIT,C,19,0 days 00:14:05.526315792,0.67,0.22,5.38,3.36,2.02,0.45,18.38,7.0,0 days 00:13:49.000000002,1.24,0.62,8.06,2.48,1.24,1.24,21.09,,,,,,,F,51,14,50,43,87,40,52,22,79,43,50,75,89,37,39,52,49.0,38.0,45.699999999999996,67.2,42.666666666666664,59.839999999999996
Noah Philp,EDM,C,15,0 days 00:10:02.400000,0.8,0.4,4.78,9.56,0.8,1.59,23.11,7.0,0 days 00:09:15.428571426,0.0,0.0,4.63,9.26,0.93,0.0,25.0,,,,,,,F,60,24,50,34,90,81,13,53,15,11,50,41,91,82,29,17,51.6,49.0,50.81999999999999,41.6,42.666666666666664,41.919999999999995
Peyton Krebs,BUF,C,19,0 days 00:13:44.736842106,0.0,1.15,3.91,10.34,2.76,7.81,14.93,7.0,0 days 00:14:53.714285712,0.0,1.15,2.88,10.93,4.03,10.93,17.26,,,,,,,F,7,65,50,21,83,83,71,97,15,67,50,17,86,86,88,98,45.2,83.66666666666667,56.74,47.0,90.66666666666667,60.099999999999994
Kirby Dach,MTL,C,15,0 days 00:14:01.466666664,1.43,0.57,6.27,5.99,4.28,4.56,13.12,6.0,0 days 00:14:27.166666668,2.77,0.0,7.61,6.23,4.15,9.69,14.53,15.0,0 days 00:01:33.933333336,2.56,6.0,0 days 00:01:43.333333332,0.0,F,87,33,37,56,81,64,91,88,98,11,8,72,83,70,89,97,58.8,81.0,65.46,54.4,85.33333333333333,63.67999999999999
Bowen Byram,BUF,D,19,0 days 00:21:59.631578946,0.43,0.86,3.88,2.01,3.59,1.44,0.0,7.0,0 days 00:21:39.285714288,0.79,0.79,5.54,1.58,3.17,0.79,0.0,19.0,0 days 00:01:59.684210526,3.17,7.0,0 days 00:02:19.142857140,0.0,D,88,64,47,60,50,35,41,52,96,58,7,81,50,33,39,39,61.8,42.666666666666664,56.059999999999995,58.4,37.0,51.98
Matthew Robertson,NYR,D,12,0 days 00:15:56.500000002,0.31,0.0,2.82,5.96,4.7,1.25,0.0,4.0,0 days 00:14:17.500000002,0.0,0.0,2.1,9.45,7.35,0.0,0.0,,,,,,,D,75,6,50,35,50,84,63,46,28,13,50,25,50,95,88,13,43.2,64.33333333333333,49.53999999999999,33.2,65.33333333333333,42.84
Kaedan Korczak,VGK,D,19,0 days 00:16:06.789473682,0.39,0.2,3.72,6.86,5.1,2.74,0.0,7.0,0 days 00:15:21.714285714,0.56,0.0,2.79,6.14,3.35,3.35,0.0,,,,,,,D,85,16,50,57,50,88,69,78,89,13,50,40,50,86,42,84,51.6,78.33333333333333,59.61999999999999,48.4,70.66666666666667,55.08
Dylan Cozens,OTT,C,19,0 days 00:17:16.000000002,1.28,1.28,6.77,10.79,1.83,1.46,18.47,7.0,0 days 00:17:21.857142858,0.49,1.48,2.96,9.38,1.97,1.97,16.78,19.0,0 days 00:02:56.105263158,8.61,7.0,0 days 00:02:04.571428572,4.13,F,83,70,87,63,87,85,46,50,45,77,63,18,85,83,59,65,78.0,60.333333333333336,72.69999999999999,57.6,69.0,61.019999999999996
Alex Turcotte,L.A,C,20,0 days 00:09:19.399999998,0.0,0.97,5.15,1.29,1.93,2.9,21.56,7.0,0 days 00:09:18.428571426,0.0,0.0,5.53,0.92,1.84,1.84,17.5,,,,,,,F,7,56,50,40,89,14,50,75,15,11,50,52,86,15,56,63,48.4,46.333333333333336,47.779999999999994,42.8,44.666666666666664,43.36
Trevor Zegras,PHI,C,18,0 days 00:18:25.166666664,1.09,2.35,7.06,1.45,1.09,3.26,5.61,7.0,0 days 00:19:52.714285716,0.86,1.72,7.76,1.29,1.29,0.0,2.59,18.0,0 days 00:02:41.333333334,9.92,7.0,0 days 00:02:16.714285716,7.52,F,75,93,90,66,62,16,22,79,65,83,81,73,45,20,40,17,77.2,39.0,65.74,69.4,25.666666666666668,56.28
Cole Caufield,MTL,R,19,0 days 00:18:29.684210526,2.22,1.2,8.03,2.9,0.85,1.37,0.34,7.0,0 days 00:18:52.428571428,1.36,0.91,5.9,1.82,0.0,1.82,0.91,19.0,0 days 00:03:02.473684212,6.23,7.0,0 days 00:03:12.857142858,2.67,F,97,67,76,76,18,35,15,48,83,57,49,56,27,28,4,63,66.8,32.666666666666664,56.559999999999995,54.4,31.666666666666668,47.58
Moritz Seider,DET,D,20,0 days 00:25:03.199999998,0.24,1.2,5.87,4.55,3.83,1.68,0.0,7.0,0 days 00:24:40.999999998,0.35,1.74,6.6,3.13,4.17,1.39,0.0,20.0,0 days 00:03:39.550000002,6.56,7.0,0 days 00:03:27.285714288,7.44,D,65,80,79,87,50,74,46,58,74,88,79,88,50,61,57,56,72.2,59.333333333333336,68.34,75.8,58.0,70.46
Cam York,PHI,D,15,0 days 00:24:26.333333334,0.16,1.47,1.47,0.16,5.24,0.65,0.0,7.0,0 days 00:23:49.571428572,0.36,1.44,2.16,0.36,5.4,0.0,0.0,15.0,0 days 00:01:46.266666666,13.55,7.0,0 days 00:01:30.285714288,11.39,D,49,88,96,7,50,3,71,26,75,82,88,27,50,9,73,13,58.0,33.333333333333336,50.599999999999994,64.4,31.666666666666668,54.58
Bobby Brink,PHI,R,18,0 days 00:16:32.944444446,1.01,0.81,6.85,5.44,1.41,2.42,1.01,7.0,0 days 00:16:18.714285714,1.05,0.0,7.88,7.36,1.58,3.15,2.1,18.0,0 days 00:02:14.388888888,5.95,7.0,0 days 00:02:04.142857140,4.14,F,71,48,74,64,27,60,32,69,73,11,63,74,40,75,49,79,56.8,53.666666666666664,55.86,52.2,67.66666666666667,56.84
Kaapo Kakko,SEA,R,7,0 days 00:12:35.285714286,0.68,0.0,5.45,2.04,1.36,2.72,0.0,5.0,0 days 00:11:36.199999998,1.03,0.0,5.17,2.07,1.03,2.07,0.0,,,,,,,F,52,6,50,45,13,24,31,73,72,11,50,47,14,31,32,66,33.2,42.666666666666664,36.04,38.8,43.0,40.059999999999995
John Beecher,BOS,C,6,0 days 00:10:24.333333336,0.96,0.0,5.77,6.73,3.84,0.0,0.0,2.0,0 days 00:06:20.500000002,0.0,0.0,4.73,0.0,0.0,0.0,0.0,,,,,,,F,69,6,50,49,13,68,87,10,15,11,50,42,14,4,4,17,37.4,55.0,42.67999999999999,26.4,8.333333333333334,20.979999999999997
Matt Boldy,MIN,L,20,0 days 00:21:23.449999998,1.4,1.54,9.4,1.82,1.82,1.4,1.82,7.0,0 days 00:20:52.285714284,2.05,1.23,8.62,1.64,3.29,1.64,0.82,20.0,0 days 00:04:51.600000,6.17,7.0,0 days 00:04:31.285714284,5.69,F,86,79,76,85,36,21,46,49,94,70,73,79,26,25,82,59,72.4,38.666666666666664,62.28,68.4,55.333333333333336,64.48
Jack Hughes,N.J,C,17,0 days 00:21:08.823529410,1.67,1.67,11.52,0.33,1.67,0.0,8.68,5.0,0 days 00:23:46.999999998,0.5,2.02,13.62,0.5,1.01,0.0,7.06,17.0,0 days 00:03:12.647058822,5.5,5.0,0 days 00:03:51.600000,0.0,F,92,83,71,93,72,4,41,10,45,88,8,94,68,9,31,17,82.2,18.333333333333332,63.04,60.6,19.0,48.120000000000005
Arthur Kaliyev,OTT,R,2,0 days 00:10:36.499999998,0.0,2.83,11.31,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,F,7,97,50,93,13,2,1,10,50,50,50,50,50,50,50,50,52.0,4.333333333333333,37.699999999999996,50.0,50.0,50.0
Domenick Fensore,CAR,D,1,0 days 00:19:22.000000002,0.0,0.0,6.2,3.1,9.29,0.0,0.0,,,,,,,,,,,,,,,,D,19,6,50,90,50,55,96,7,50,50,50,50,50,50,50,50,43.0,52.666666666666664,45.9,50.0,50.0,50.0
Drew Helleson,ANA,D,19,0 days 00:19:13.473684210,0.33,1.15,3.29,3.94,3.94,0.33,0.0,7.0,0 days 00:19:30.142857144,0.0,1.32,2.64,5.27,6.15,0.88,0.0,,,,,,,D,78,78,50,47,50,67,48,15,28,78,50,37,50,81,80,42,60.6,43.333333333333336,55.42,48.6,67.66666666666667,54.31999999999999
